Address,Latitude,Longitude,MapAddress,Name,Total Employees
"I-9/Markaz , Islamabad ",33.6565208,73.0563564,"Street 17, I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Islamabad City Hotel ,6
I-9/ Islamabad ,33.6537935,73.05075479999999,"K-2 Plaza, Warsak Rd, I-9 Markaz, I-9, I 9 Markaz I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",Chand Resturant ,6
P.C Laundry Shop Capital Traders F-10/ Markaz Islamabad ,33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan","P.C, Laundry Soap , ",1
"Shop # 5, Mansoor Plaza , E-10/ Markaz , Islamabad ",33.6425148,73.0361003,"Sector I-10/1 I 10/1 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Nazir & Shafi Auto Electrition ,1
"Shop # 5, Riaz Arcade Jinnah Super Market , Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Parirash ,3
1-D Super Market Islamabad ,33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Famous Books ,3
"8 Shadab Plaza , G-9, Markaz Islamabad ",33.6889579,73.03295109999999,"Shadab Plaza, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Jan Shah Talors ,1
"7. Malik complex , Blue Area ",33.7163155,73.0698577,"Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",SATCOM,2
"House # 19, St # 43, F-7/1, islamabad ",33.5567069,72.9329515,"Street # 43, Islamabad, Rawalpindi, Punjab, Pakistan",Xing Zhu,6
"4, Fayaz Plaza 45, Blue Area ",33.71831,73.07421,"PIAC Building, AK Fazal-ul-Haq Rd, Block E, Blue Area, Islamabad, ICT, Pakistan",Micro Graphic ,2
"Shop # 17, Hajveri Plaza , Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Adeel Caffe ,5
"4, Malik Complex Jinnah Avinnue Blue Area ",33.7159725,73.0685639,"Office # 8, 2nd Floor,, Malik Complex, Jinnah Avenue, Blue Area, Jinnah Ave, G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Office Automasion ,3
"Shop # 3, Block # 20, Jinnah Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Be Misal coj overlock ,1
"Shop # Block No7, Jinnah Super Market Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Afghan Bakery ,5
"Shop # 4, Block # 20, Jinnah Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Promiss tailors ,1
"Shop # 2, Block # G-H, Jinnah Super Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Ilyas Tailors ,3
"Shop # 2, Block # 18, Jinnah Super Islamabad ",33.7209385,73.05630459999999,"Shop 2, Block 18, F-7 Markaz, F-7, Islamabad, ICT, Pakistan",Mueen Cosmetics ,1
"Shop # 6, Block # 18 ",10.5100931,99.1217643,"Thanon Phet Kasem, Thailand",The snated ,1
"Shop # 3, Block # 18-A, Jinnah Super Market ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Zaibaish Tailors ,1
"Block # 18, Shop # 2, Jinnah Super ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Ever Shine Tailors ,4
"Shop # 12, Taj Mahal Pardah Jinnah Super Market Islamabad ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Mohsin Zari Fashion ,1
"Shop # 1, Taj Mahal Plaza , Jinnah Super , Market , Islamabad ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Intech Karpets ,3
"Shop # 9, Taj Mahal Plot , Jinnah super Islamabad ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Express Doupata Centre ,1
"Shop # 5, Taj Mahal , Plaza Jinnah Super Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Madina Tailors ,1
"Shop # 6, Taj Mahal , Plaza Jinnah Super Market Islamabad ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Makah Tailors ,1
"B.# 4, Taj Mahal Plaza , Jinnah Super ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Fayaz Tailors ,1
"7, Taj Mahal Plaza Jinnah Super Market Islamabad ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",Fine Star Tailors ,1
"Shop # 3-A, Melody Market Islamabad ",33.7166521,73.0855357,"G-6 Markaz G 6 Markaz G-6, Islamabad, Islamabad Capital Territory, Pakistan",Abdullah Cloth ,2
"Shop # 3, Block # 18, Jinnah Super Islamabad ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Anmol Tailors ,3
"Shop # 7, Block # 1-B , Jinnah Super Market Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",AG Deluxe Tailors ,2
"Shop # 1-B, Block Jinnah Super Market ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Moon Tailors ,2
"Shop # 4, Block # 8,  Jinnah Super Market ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Choise Tailors ,2
"Shop # 8, Taj Mahal Plaza, Jinnah Super Market ",27.1738047,78.0452217,"Dharmapuri, Forest Colony, Tajganj, Agra, Uttar Pradesh, India",G-R Tailors ,2
"9 and , 11, Munir Nine Floor Malik Complex 8 west Blue Area ",33.7163155,73.0698577,"Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Building System ,5
F-8/ Markaz Islamabad ,33.7109482,73.03822439999999,"Block 2-C, Shop 9, Johar Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Photo Plus Shop ,5
26-d kashmir plaza jinnah avenue islamabad ,33.7234548,73.0839927,"Huma Plaza, AK Fazal-ul-Haq Rd, Block B, Blue Area, Islamabad, ICT, Pakistan",New Jobille Insurrance ,10
"Shop # Gul Market Civic Centre , G-6, Islamabad ",33.7166521,73.0855357,"G-6 Markaz G 6 Markaz G-6, Islamabad, Islamabad Capital Territory, Pakistan",Melody Dry Cleaners ,1
"Malik Complex, Jinnah Avinnue Blue Area ",33.7163155,73.0698577,"Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Saim Computers ,5
"Shop # 17, I, Chakoor Masco Plaza Blue area ",33.719673,73.075586,"Dodhy Plaza, Jinnah Ave, Block E, Blue Area, Islamabad, ICT, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",SAS International ,4
"2, 3rd Floor , Yaseen Plaza Jinnah Avinnue Blue Area ",33.7179089,73.0716076,"Jinnah Ave, Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Sesko Asociates ,8
"Shop # 1, Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",K-B Computers ,1
S.S Yousaf Plaza Blue Area ,33.720848,73.0779735,"Block D G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",World Stars ,5
"Shop # 1, City Centre , Jinnah Super Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",ALEETA ,5
"Gol Market G-6, Islamabad ",28.633736,77.20557020000001,"Gole Market, New Delhi, Delhi 110001, India",Sardania Snake Bar ,2
"13-A, Riaz Arcad Jinnah Super Market  Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Micro International ,4
"4, Riyaz Arcade Jinnah Super Market ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Ora Tech Systems ,8
"15 Rehmat , Sons Blue Area Islamabad ",33.721346,73.07895479999999,"Block D, Blue Area, Islamabad, ICT, Pakistan",Feroz Sons Rawalpindi ,3
"Shop # 9, Block # 6, Melody Market Islamabad",33.7166521,73.0855357,"G-6 Markaz G 6 Markaz G-6, Islamabad, Islamabad Capital Territory, Pakistan",Get Smart Tailors ,4
"13-E, F-7, Markaz Islamabad ",33.7211404,73.0571301,"F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Imtiaz Chemist ,3
"Shop # 5, 16, C Plaza. I-9, Markaz I",51.546582,0.0246756,"321 Romford Rd, London E7, UK",Pindi Motors Workshop ,3
"Shop # 1, Rehmat Plaza, 27 West , Blue Area ",33.72721,73.0876,"Rehmat Plaza, Blue Area, F 6/4 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Cupola Shaheen ,7
"Plot # 6, Shop # 6, G-10/4, I&T, Centre Islamabad ",33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",Islamabad Aluminum ,1
2 Javed Plaza Jinnah Plaza Blue Area ,33.71612,73.06989999999999,"Azeem Mansion, AK Fazal-ul-Haq Rd, Block F, Blue Area, Islamabad, ICT, Pakistan",Micro Tech ,4
"Shop # 1.2.3, Plot # 39, Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Sonia Travel ,5
"Shop # 4, Milody Market, G-6/ Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Usman Silk ,1
"Shop # 2, 13-p, E-7/ Markaz Islamabad ",33.7296732,73.055116,"Plot 13, E-7, Islamabad, Islamabad Capital Territory, Pakistan",ALY.2E,2
"Muneer Nine, Block 18, Jinnah Super ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Comster ,4
"Quddus Plaza Jinnah Market , Islamabad ",33.7235293,73.0596724,"College Rd, F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Niat Islamabad ,2
"Shop # 6-7, Block # B, F-7, Markaz Islamabad ",33.7211404,73.0571301,"F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Mid Ways Shoping Centre ,3
"Shop # 1, Hajvere Plaza , Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Nasko Traders ,3
"Shop # 14.5, Zakria Plaza , G-9, Markaz Islamabad ",33.69036120000001,73.032682,"Zakaria Plaza, Mangla Rd, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Gokden Jewelers ,1
"2 E, Shuba Plaza , Jinnah Avinnue Isvb ",33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Tayyeb Brothers ,2
"B-4, Azeem Mansion Fazle Haq Rd Blue Area Islamabad ",33.7185255,73.07457579999999,"Fazal Plaza, Plot 50, AKM Fazal-ul-Haq Rd, Block E, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",City Printers ,5
"Shop # 4-5, Habib Plaza , Fazle Haq Rd , blue Area ",33.7093859,73.0565878,"Habib Plaza, Shop 4-5, AKM Fazal-ul-Haq Rd, Block I, Blue Area, G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Hong Kong Wheels ,3
"14, 13,B. Aghaz Centre F-8",33.7126658,73.04059840000001,"Aghaz Plaza, Plot 16-G, Kohistan Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",The Lcgood ,2
"Shop # 1, Block # 2, Faisal Market F-7/1, Islamabad ",33.7135303,73.052713,"7 Street 31, F-7/1 F 7/1 F-7, Islamabad, Islamabad Capital Territory, Pakistan",Muneer Auto Mobile Works ,4
"Shop # 3, Zakriya Plaza , G-9/ Markaz Islamabad ",33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Hina Jewelers ,1
"Shop # 1, Ground Floor , Panther Plaza , F-8/ Markaz Islamabad ",33.7126658,73.04059840000001,"Aghaz Plaza, Plot 16-G, Kohistan Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",White Night ,1
"Shop # 4, Ittehad Plaza, F-8/Markaz Islamabad ",33.7115769,73.0397898,"F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan",M& Raees Autos ,2
"Plot # 80, I&T Centre G-8/1, Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Islamabad Timber Store ,3
"Shop # Warraich Plaza, 20.D,  I-9, Islamabad ",33.6527584,73.0482634,"Warraich Plaza, Potohar Rd, I-9 Markaz, I-9, I 9 Markaz I-9, Islamabad, Islamabad Capital Territory 44000, Pakistan",Fortax International ,1
"Shop # 10, Rehmat Plaza , I-10, Islamabad ",33.646699,73.037172,"Rehmat Plaza, Sohni Rd, I-10 Markaz, I-10, I-10 Markaz I 10 Markaz I-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Al Abbas Curtain & Carpet Centre ,2
"Shop # 12, Maz Beverly Centre Blue Area ",33.7201801,73.0738234,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Name not available,2
"Shop # 3, Plot # 9, G-9/4, I&T, Centre Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Qureshi Autos ,2
"Shop # 4, Block # 15, G-9/4, I&T, Centre Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Shalimar Sanitory ,1
"Shop # 4, Plot # 14, G-9/4, I&Tcentre Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Name not available,1
"Shop # 2, Ploat 13, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Fancy Glass ,1
"Shop # 4, Plot # 22, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Rana Brothers ,1
"Shop # 3, Plot # 25, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Fine Glass ,1
"Shop # 3, Aghaz Plaza , F-8/ Markaz Islamabad ",33.7126658,73.04059840000001,"Aghaz Plaza, Plot 16-G, Kohistan Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Name not available,3
"Shop # 1, Block # 2, I&T Centre G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Ali & Company ,3
"Shop # 4, Block # 46, I&T Centre Islamabad ",33.6734336,73.0080821,"Service Rd W, Islamabad, Islamabad Capital Territory, Pakistan",Royal Aluminum ,2
"Shop # 3, Block # 21, I&T Centre Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Electro Centre ,1
"Shop # 3, Aghaz Centre F-8/Markaz, Islamabad ",33.7126658,73.04059840000001,"Aghaz Plaza, Plot 16-G, Kohistan Rd, F-8 Markaz, F-8, Islamabad, ICT, Pakistan",Hashu Fabrics ,1
"Shop # 1, Plot # 2, I&T, Centre Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Modern Gas Centre ,1
"Shop # 3-4, Plot # 35, G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Jaffer Traders ,1
"Office # L. Flate # 8, Bazar # 2, I-10",30.52803369999999,-99.85241490000001,"I-10, United States",Pest Copps ,2
"Shop # 4, Block # 37, I&T, Centre Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Cheema Corporation ,2
"Shop # 27, G-9/ Markaz , Islamabad ",33.6876775,73.0338865,"G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory, Pakistan",Afnan Glass ,2
"Shop # 24, Plot # 8, G-9/ I&T Centre ",33.6894014,73.0316727,"G-9, Islamabad, Islamabad Capital Territory, Pakistan",Islamabad Hardware and Paints ,2
"7, Masco Plaza Blue Area , Islamabad ",33.726106,73.087899,"Khalid Plaza, 38-W, Jinnah Ave, Blue Area, G 6/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Fateh Motors ,2
"Shop # 5, Block # 50, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Rang Mahal ,1
"Offic # 9-10, Masco Plaza Blue Area ",33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Architechture Consultant ,2
"2, Masco Plaza Blue Area Islamabad ",33.719673,73.075586,"Dodhy Plaza, Jinnah Ave, Block E, Blue Area, Islamabad, ICT, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Auto Link ,2
"Shop # 1-2, Sardar Begum Chambors , Blue Area ",49.26012900000001,1.815147,"60240 Chambors, France",The Eatery ,7
"Shop # 2, Plot # 59, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Waqar Autos ,1
"Shop # 4, Plot # 61, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Areej Engineering ,1
"Shop # 12-13, Goden Plaza, Jinnah Avinnue ",33.7100636,73.0575411,"94 West Jinnah Ave, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Haleem Ghar ,7
"Plot # 2,3. G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Dream Land Hotel,7
"Shop # 1, Plot # 42, G-9/4 I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Kashif Tent Service ,1
"Shop # 2, Plot # 42, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Sarmad Corporation ,1
"Shop # 1, Plot # 62, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Fridge Cool ,2
"Shop # 1, Abbasi Market G-11/2,Islamabad ",33.6720976,72.9913595,"Adnan market G11/2, G-11/2 G 11/2 G-11, Islamabad, Islamabad Capital Territory, Pakistan",Shaheen Dry Cleaners ,
"Shop # 2, Abbasi Market G-11/2, Islamabad ",33.6715689,72.9918208,"G-11/2 G 11/2 G-11, Islamabad, Islamabad Capital Territory, Pakistan", V.I.P Hair Dresser ,2
"Shop # 1, Nishtar Market G-9/4, Peshawar Morr Islamabad ",33.6858815,73.0452001,"Nishtar Market, St 55, G-9-4, G-9, G 9/4 G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Aslam Carpet Centre ,2
"Rehman Plaza Market G-11/2, Islamabad ",33.6715689,72.9918208,"G-11/2 G 11/2 G-11, Islamabad, Islamabad Capital Territory, Pakistan",Usama Tailors ,
"Rehman Plaza Market G-11/2, Islamabad ",33.6715689,72.9918208,"G-11/2 G 11/2 G-11, Islamabad, Islamabad Capital Territory, Pakistan",Awais Electronics ,3
"Shop # 6, I-10/ Markaz Islamabad ",33.6425148,73.0361003,"Sector I-10/1 I 10/1 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Usman Furniture ,
"Shop # 5, Basheer Plaza , I-9/4, Islamabad ",33.6571112,73.06266389999999,"I-9/4 I-9, Islamabad, Islamabad Capital Territory, Pakistan",Naurooz Auto Workshop ,2
"Shop # 3, I-8/3, Islamabad ",33.6711485,73.07078,"I-8/3 I 8/2 I-8, Islamabad, Islamabad Capital Territory, Pakistan",New Hazara Non Centre ,2
"Shop # 6, 16-C, I-9/ Markaz ",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Al Muslim Resturant ,3
"Shop # 15, I-9/ Warsak Rd Islamabad ",33.7334794,73.06835509999999,"9 Street 17, F-6/2 F 6/2 F-6, Islamabad, Islamabad Capital Territory, Pakistan",Ittefaq Utility and Property Centre ,1
"8. Haroon Plaza. I-9, Markaz Islamabad ",33.6566613,73.0558388,"I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory, Pakistan",Sikandar Auto ,1
72 West 1st Floor Be Nazir Plaza Blue Area ,33.7191444,73.07328559999999,"Jinnah Ave, Islamabad, Islamabad Capital Territory, Pakistan",Telips International ,7
 1st Floor Be Nazir Plaza Blue Area ,33.7172931,73.07078,"Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Inter Glob ,6
"Shop # 12, Royal in Plaza, F-8/ Markaz Islamabad",33.7115769,73.0397898,"F-8 Markaz F 8 Markaz F-8, Islamabad, Islamabad Capital Territory, Pakistan",The Profile ,
"Shop # 2. Plot # 62, I-8/1, Centre G-10/4. Islamabad",33.6614381,73.0693043,"I-8/1 I-8, Islamabad, Islamabad Capital Territory, Pakistan",Shah Shams Autos ,
"Abbasi Market G-11/2, Islamabad ",21.3890824,39.8579118,Mecca Saudi Arabia,Al Mecca General Store ,1
"Shop # 9, cover Ground Floor Royal In Plaza F-8/ Markaz Islamabad ",33.6947597,73.0139746,"Sajid Plaza, Plot 1Q, Sumbal Rd, F-10 Markaz, F-10, F 10/4 F-10, Islamabad, Islamabad Capital Territory 44000, Pakistan",Business Tech Services ,2
"Shop # 1, Nadir Plaza G-9/Margalla Islamabad ",33.6885962,73.0330299,"Nadir Plaza, G-9 Markaz, G-9, G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",Culcha Faroshi ,2
"7, 8. Mezzani Floor, A.T.S Centre Blue Area Islamabad ",44.92487939999999,10.4362287,"43055 Mezzani, Province of Parma, Italy",Sony Gulf FZE,2
"Shop #10,  Hill View Plaza G-10/ Markaz G-10/Islamabad ",33.6756824,73.0161755,"G-10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",New Ochara Cloth Dippo ,1
"Shop # 15, Super Plaza G-10/Markaz Islamabad ",33.6759673,73.0142845,"Super Plaza, 17-D, G-10 Markaz G 10 Markaz G-10, Islamabad, Islamabad Capital Territory, Pakistan",Shaheen Boot House ,3
"House # 320, St # 66, I-8/3, Islamabad ",33.6576999,73.1567081,"Street #:3, Meherban Colony Chatta Bakhtawar, Islamabad, Islamabad Capital Territory, Pakistan",Royal Lodge ,2
"Shop # 2, Plot # 44, I&T Centre G-9/4, Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Islamabad Steel Works ,2
"Shop # 2, Block # 50, G-9/4",30.1992259,71.4692589,"Clock Plaza Ghanta Ghar Near Multan Craft Bazar، Mohalla Muhammadi, Multan, Punjab, Pakistan",Pakistan Aluminum ,2
"Shop # Block # 8,  Super Market Islamabad ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Capital Sports ,1
"Shop # 1-B, Block 8, Super Market ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Bari Foot Ware ,1
"Shop # 1,  Block  # 7, Super Market ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Best Prise ,1
"Shop # 3, Block  # 15, Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",VIP Leather Craft ,1
"Block # 8, Shop # 15, Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Leather City ,1
"Block # .7, Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",ACE Leather Shop ,1
"Shop # 7, Block # 7, Super Market Islamabad ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Time Vision ,1
"Shop # 5, Block # 7, Super Market ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Prince Departmetal Store ,1
"Shop # 7, Block # 7, Super Market Islamabad ",33.6844202,73.04788479999999,"Islamabad, Islamabad Capital Territory, Pakistan",Super Asociates ,1
"Shop # 1, Block # 14, Super Market ",33.728867,73.07529900000002,"Block 7, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Naya G Leather Craft ,1
"Shop # 2, Block # 57, G-9/ 4, I&T Centre Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Multani Steel Works ,2
"Block # 20-A, G-8/ Markaz Islamabad ",33.6988412,73.0476013,"Jasmine Plaza, 20-A, G-8 Markaz, Tandoori Restaurant, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Whare House ,2
"Block # 20, G-8/ Markaz Islamabad ",33.6989167,73.04822949999999,"Unit 1 Block # 20 D G-8 Markaz, G 8 Markaz G-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",Paradise Resturant ,2
"Shop # 1, Block # 39, G-9/ 4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Muhammad Electric ,1
"Shop # 13, Zahid Plaza, I-10. Islamabad ",33.6425148,73.0361003,"Sector I-10/1 I 10/1 I-10, Islamabad, Islamabad Capital Territory, Pakistan",Baber Optic ,1
"Block # 4-B, F-10/ Markaz ",33.6952308,73.0128546,"F-10 Markaz F-10, Islamabad, Islamabad Capital Territory, Pakistan",Service Shoes ,1
"Shop # 14, Block # 20, G-8/ Markaz Islamabad ",33.6995307,73.04790489999999,"G-8 Markaz Rd, G-8/2 G 8/2 G-8, Islamabad, Islamabad Capital Territory, Pakistan",Fushel Auto Workshop ,3
"Plot # 10, G-9/4, I&T Centre ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Madina Resturant ,3
"39, College Road F-7/2, Islamabad ",33.7228507,73.0588956,"College Rd, Islamabad, Islamabad Capital Territory, Pakistan",Afnan Carpets ,7
"Shop # 14, Block # 53, G-9/4, I&T Centre Islamabad ",33.6863689,73.03905189999999,"G-9/4 G 9/4 G-9, Islamabad, Islamabad Capital Territory, Pakistan",Kabuli Workshop ,3
"34, School Rd , F-6/3 Super Market ",33.7211322,73.0582022,"6 Bhittai Rd, F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",Luna Labrese ,9
